plate,mjd,fiberid,redshift,ra,dec,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw
450,51908,183,0.1901038,135.95496,54.791514,37.89801,83.5006,17.91037,22.0706,8.196321,53.11361,13.9652,-6.852112
458,51929,170,0.09327292,46.13344,-7.9132689,7.101402,29.27535,10.85204,12.02589,3.53534,46.34303,9.010327,-2.064248
465,51910,620,0.143399,62.899599,-5.4453253,7.478696,32.46417,18.09077,11.63066,5.007728,61.05738,16.23841,-4.389438
476,52314,431,0.01662895,143.64388,0.089198168,6.191462,36.75318,21.47944,14.29197,3.131102,99.74059,26.47467,-18.57471
488,51914,61,0.02304243,156.33692,63.681739,145.2506,39.73558,45.63114,34.65515,9.898137,244.2376,66.54853,-18.27514
495,51988,159,0.2321521,195.26852,66.643948,46.17141,112.647,40.4474,27.32571,8.733141,203.7183,48.16342,-18.20754
503,51999,559,0.0708534,155.53761,2.1743584,20.10238,120.6514,66.08746,45.58834,11.55132,313.1779,48.99448,-30.76341
509,52374,639,0.07473243,168.22824,2.4687985,66.26907,100.8122,32.01532,25.36445,5.731839,166.1577,40.71205,-11.34167
515,52051,238,0.02028372,178.06281,2.5331185,189.4496,15.72152,36.55655,21.52638,8.268404,223.3602,88.95055,-43.27146
522,52024,498,0.1050359,192.14275,2.5999734,5.929714,86.55,23.25082,21.72274,2.448559,233.7802,52.88378,-12.13917
530,52026,159,0.09960324,207.59825,2.1029613,4.75646,19.25241,2.398652,6.627954,0.05870694,11.33126,1.029133,-0.7007189
540,51996,628,0.09541813,228.51293,1.958697,92.08017,769.0529,241.7523,199.7206,49.47888,1703.524,257.1284,-61.26865
549,51981,82,0.138069,128.64746,45.540901,101.6719,212.5243,116.5622,84.81495,17.39106,727.313,187.3614,-84.65244
559,52316,107,0.1179174,156.61479,58.921392,8.801189,10.83769,4.235512,0.3070934,1.034135,21.75626,4.221916,-1.788152
571,52286,65,0.07225649,148.70244,3.523317,43.61843,136.527,66.0462,49.0186,8.078468,421.0123,102.2933,-46.61109
578,52339,424,0.06805861,160.08269,4.7576847,19.5119,55.26012,11.57019,12.03458,8.972044,52.88946,18.9978,-1.45916
583,52055,612,0.188603,214.66956,5.1875626,21.42458,186.8493,43.82219,40.26908,11.028,292.9937,67.65222,-26.37373
590,52057,582,0.03853728,228.43889,4.0874996,19.58511,234.015,62.41858,48.81087,11.48217,498.5749,82.63441,-19.63951
597,52059,463,0.08545836,172.1071,64.812254,14.40071,108.1761,44.92431,31.63499,5.229218,286.6035,65.39972,-23.81465
607,52368,201,0.1133092,217.25259,60.525032,4.500686,15.92674,9.111327,6.426829,2.473845,32.88093,7.255894,-3.970712
617,52072,128,0.06745292,235.92271,55.26641,49.42137,169.3456,48.89372,39.75915,10.89999,278.9223,58.48294,-14.66144
626,52057,216,0.07906667,247.04612,44.391347,15.75919,35.87322,19.04468,12.2325,7.115422,59.8213,14.64439,-3.14775
634,52164,21,0.08604664,311.10268,-6.0329868,2.903729,13.9672,6.865945,2.30611,0.4726086,38.88958,11.59675,-4.868298
646,52523,604,0.07301033,353.02591,-9.0001793,9.519287,32.74532,13.26644,10.41583,4.40663,67.17442,19.75162,-6.447368
656,52148,483,0.01935317,11.341067,-9.6166946,388.7797,29.99609,67.61163,43.84417,14.49708,480.5671,161.6738,-67.08466
664,52174,201,0.04333655,26.202078,-10.457454,258.1958,1498.531,540.5048,410.9585,81.07057,4134.623,1001.721,-107.9126
676,52178,153,0.1310595,343.47477,-0.24553533,2.77768,14.39212,7.700558,6.891339,0.7539267,22.80059,1.994094,-2.539389
692,52201,238,0.04514664,13.013815,-0.57367095,33.67926,20.03605,28.10126,20.60798,4.906348,105.212,31.87029,-24.12605
708,52175,217,0.2951521,43.10105,-0.69155953,15.51842,99.29486,30.01369,14.86932,5.287765,256.6788,60.78105,-32.72818
721,52228,567,0.2101698,338.32794,-7.737236,21.98808,101.5604,49.2456,31.7891,15.81943,137.6244,36.67093,-23.76869
730,52466,515,0.09494882,321.93656,11.146957,11.55986,41.55462,24.08485,14.29127,5.065744,122.2659,37.60732,-19.94701
739,52520,265,0.09297287,339.27685,13.110698,26.76935,195.1983,79.55661,57.78886,17.596,398.0135,66.85496,-28.63804
745,52258,510,0.03781445,350.92723,15.110931,13.51562,12.87722,25.5783,12.65531,4.165281,66.489,18.88655,-12.46568
752,52251,374,0.06701656,2.8736914,16.046022,30.47035,79.26583,52.49305,36.12433,7.417793,236.3962,68.134,-22.98384
760,52264,372,0.07453962,123.86461,40.825232,19.11449,43.94421,23.91142,15.52105,3.102156,41.05446,16.248,-1.9507
769,54530,241,0.1511241,147.01109,52.964524,10.62222,66.23222,24.11321,16.17204,0.3808828,150.7973,31.11596,-15.3955
778,54525,269,0.0201453,180.62833,61.788381,558.5771,28.75146,57.27673,47.62304,10.73527,557.0968,183.2543,-138.6869
786,52319,13,0.09196574,208.54891,60.146171,44.28709,64.7674,43.03393,32.05102,6.922317,235.7125,57.77923,-38.66885
793,52370,352,0.1564338,225.43184,54.825459,7.038195,35.9132,14.57366,8.189145,4.958348,93.76935,12.47221,-12.56319
804,52286,341,0.1931605,48.298939,0.36026436,25.82736,32.86567,6.928516,7.02203,1.875411,63.38938,12.64578,-8.835443
812,52352,64,0.07096346,239.82431,48.490594,23.10599,43.77198,17.91126,12.35056,6.644536,63.7397,14.41814,-5.573317
820,52438,75,0.09796172,255.655,35.938904,16.11463,101.9187,36.60189,23.28739,3.148432,272.1122,66.71347,-20.21891
834,52316,473,0.1608801,143.37123,47.339203,36.75696,74.54292,30.67937,22.39803,7.786204,139.4984,34.06039,-10.97736
840,52374,54,0.08676097,178.61443,4.1004115,32.5619,76.67231,51.03941,40.14287,6.070371,258.1786,70.22285,-44.02569
849,52439,386,0.024126,194.95619,4.9664406,67.54269,7.787483,12.73009,12.31515,4.781458,90.0499,36.35614,-21.83712
267,51608,384,0.006316895,147.47559,0.61629296,11480.28,425.1553,553.0176,386.4682,72.51957,9129.952,2833.981,-361.9978
274,51913,378,0.09522493,159.41269,0.91704473,9.189717,53.55025,27.71571,26.71835,7.234814,122.4517,14.02683,-11.13892
281,51614,540,0.134257,172.45883,0.7564807,10.35459,28.93448,10.20609,9.239034,4.865832,21.86728,2.708278,-1.087044
289,51990,183,0.1724482,186.72531,-0.432658,12.87964,16.64795,8.507261,8.016193,0.6676018,19.88133,8.488918,-2.00763
296,51984,443,0.1039079,200.20745,1.2053145,13.67151,65.06905,13.50655,13.2345,3.335749,139.903,28.89259,-13.28967
305,51613,542,0.1274102,216.53408,0.84471868,3.102707,27.79453,12.18863,8.58511,1.551094,94.38104,23.65011,-18.36557
313,51673,130,0.1143172,231.14207,-0.71935865,45.04852,29.04196,10.31879,6.500621,3.284018,41.34315,9.601107,-3.667733
333,52313,228,0.1086854,184.17245,-3.0834324,49.34539,147.1928,64.69302,44.57909,16.58379,314.7664,67.92934,-23.26726
342,51691,529,0.09575874,237.23929,1.1219663,10.04464,94.52859,44.08182,31.43462,8.465108,253.4907,39.18325,-24.27947
355,51788,244,0.03005759,257.73815,56.736771,19.4962,5.886144,8.21594,4.029602,2.777818,37.13688,13.19162,-12.11552
374,51791,450,0.2127978,333.69536,1.1399154,14.53159,103.1566,36.27294,22.31903,4.890925,244.6944,52.48061,-58.1526
385,51783,574,0.1206313,356.11808,1.1415876,280.3982,291.9937,98.3429,85.01402,25.64998,309.3375,58.84472,-20.09132
395,51783,50,0.07852815,15.12639,-1.2277542,6.708329,21.55301,15.98518,9.777781,4.086124,70.63878,17.41061,-11.37213
401,51788,263,0.1000609,24.861636,-0.074385537,17.03473,84.5135,39.40276,26.09415,9.001266,168.4865,27.73789,-14.2804
409,51871,466,0.04466107,41.866702,0.65193055,39.67525,219.5583,71.71212,54.39372,15.90405,373.0433,79.07832,-8.849015
415,51810,454,0.0475311,53.578603,1.0168092,73.64571,563.2997,258.5863,188.091,27.45327,1596.888,382.1753,-47.83962
424,51893,328,0.01711179,20.288898,15.694774,23.55592,45.47878,42.39048,30.13371,8.848221,147.3349,42.7928,-12.24867
431,51877,47,0.1142851,113.55186,36.310252,24.60457,71.97762,32.31039,20.65094,2.922906,49.27045,9.218733,-3.072099
438,51884,36,0.05412089,122.67171,46.70589,19.0771,200.8374,73.41943,57.06849,11.00673,387.4616,61.03734,-27.96588
445,51873,107,0.1256008,130.21924,50.374699,10.85629,55.73295,19.00554,13.1734,3.115183,121.5611,30.35353,-13.47996
449,51900,523,0.04392766,134.59939,55.054859,16.54147,77.56638,39.92234,29.37244,8.194103,236.1777,43.48396,-18.30859
458,51929,157,0.05922851,46.372741,-7.6748312,234.0726,157.7871,113.1808,80.86899,21.59032,687.6771,174.7675,-49.71231
465,51910,575,0.1336256,62.639116,-4.9920906,33.81557,184.3384,48.50531,40.4349,24.60363,137.4619,26.22407,-4.298649
476,52314,275,0.09023888,143.1672,-0.15074602,6.840692,73.85161,34.7559,24.56973,4.149496,236.7275,50.74054,-27.70876
488,51914,41,0.1362428,155.29684,63.135462,9.027805,50.95464,23.04688,14.9254,1.438174,151.2939,35.54355,-16.85056
494,51915,443,0.07084868,188.49509,68.226004,12.70113,61.25567,35.50191,26.26464,5.032127,176.2825,41.82815,-24.11581
503,51999,439,0.1000835,154.80984,2.1656409,89.87372,297.2466,133.5373,95.40723,19.59248,785.8067,205.8435,-52.43687
509,52374,566,0.03964804,167.52332,3.4767127,33.84328,57.63264,28.15142,15.57968,5.596227,57.18985,16.76431,-1.040388
515,52051,160,0.07677789,178.81219,2.4792903,8.560779,28.4386,18.76484,12.72628,2.616039,85.60252,23.44679,-13.97611
522,52024,423,0.1006684,191.31416,2.8900495,5.895298,37.49752,14.93111,10.80321,1.657326,94.52482,25.03801,-12.40707
530,52026,113,0.03337487,207.91703,2.0445014,22.26073,11.66465,21.31248,15.37285,5.560588,81.74902,21.10174,-16.71912
540,51996,486,0.1125204,227.81464,2.1339079,17.11125,96.36626,41.30561,20.29567,7.328918,182.9476,45.27418,-9.04744
548,51986,599,0.1287673,127.23923,46.536891,4.014828,25.79974,14.25999,11.84978,3.194662,84.08557,15.44477,-13.54669
559,52316,33,0.1193008,157.58985,58.796428,2.385224,29.03703,13.17387,10.38978,3.702667,89.11653,23.23775,-13.70468
570,52266,567,0.1457681,146.34527,4.7497206,60.17231,136.3912,27.85567,28.45291,4.481724,160.2938,34.79702,-11.2838
578,52339,338,0.07241168,159.84748,5.2311892,6.311323,17.20126,7.019507,3.428514,0.9697856,19.05317,4.953843,-0.8612629
583,52055,605,0.05672684,214.70178,5.3877307,39.54446,157.7835,60.73776,40.13556,13.79154,316.0732,78.30005,-13.66055
590,52057,388,0.09829373,227.53351,4.1319714,7.527122,38.96296,16.43999,14.33431,5.580818,47.57584,10.13559,-3.863168
597,52059,454,0.1398193,173.07294,65.26313,8.196707,92.94922,28.99515,20.64271,5.442298,188.165,35.97018,-31.73417
607,52368,90,0.04936227,218.60122,60.407915,4.946523,5.714219,6.827111,2.079604,1.686524,12.50487,2.034521,-2.900138
617,52072,118,0.2182919,236.96738,56.215951,8.50361,45.47418,18.87542,18.36922,3.681223,96.45088,17.74793,-7.791318
626,52057,197,0.04767862,248.13075,43.914255,34.65534,159.6392,75.51311,55.71561,12.1282,487.571,130.5507,-35.13935
633,52079,576,0.177371,255.26782,40.264949,15.08067,35.75621,12.56207,7.450458,1.56063,41.03346,9.607255,-6.795435
646,52523,539,0.08440485,352.32801,-9.0064352,19.64376,80.67448,32.50301,21.98337,6.119627,155.7213,44.87525,-12.34044
656,52148,428,0.07482246,10.739091,-9.3956387,12.71166,61.85465,17.31045,13.55845,2.107865,98.14815,18.4828,-10.48479
663,52145,533,0.1304532,25.316009,-8.6755767,13.79359,90.17289,38.40185,32.92088,8.183257,189.7898,43.37027,-21.25904
675,52590,424,0.1603258,340.88854,0.13576691,8.573659,25.25601,9.55556,12.59353,2.338797,50.57843,11.11942,-9.111088
692,52201,118,0.04464808,14.09081,-0.42916412,236.9846,14.71648,25.23955,19.1661,6.080913,220.6538,72.51133,-62.99879
708,52175,158,0.1676761,43.702667,0.094344837,14.54594,30.75017,19.6963,17.72937,3.664483,62.49475,18.35597,-9.807796
721,52228,535,0.1670614,338.08154,-8.1729386,11.73932,12.10595,4.545733,1.368899,3.646433,1.000341,3.030264,-0.3603981
730,52466,453,0.09825366,321.78516,11.623991,8.401111,12.57825,7.098691,6.937984,8.086102,12.2079,3.63523,-0.5372541
739,52520,252,0.09122063,339.51525,12.838028,16.99683,75.02377,43.88413,29.12116,6.390981,236.4983,50.43361,-21.42791
745,52258,497,0.09605323,350.88792,15.005466,6.807466,53.79086,17.74911,12.3408,3.868676,162.9813,31.69814,-17.88243
752,52251,155,0.08537326,3.7212004,14.727149,23.45314,97.90283,49.51338,37.32969,9.222256,295.8886,73.61985,-29.80376
760,52264,301,0.07486895,123.02245,40.037858,84.02346,152.2809,111.4791,73.50261,18.81654,540.75,131.2729,-47.54415
768,52281,404,0.04802799,144.31251,53.927885,6.19173,9.496242,9.622967,7.066922,1.19292,36.89578,11.29993,-9.241959
778,54525,248,0.05796142,180.24038,61.42292,54.2034,94.87029,62.05343,46.55717,8.097374,276.471,79.54759,-18.2326
785,52339,638,0.1284264,205.64794,61.409461,28.19258,96.52909,29.45217,24.12536,12.66527,169.6488,38.79379,-8.262453
793,52370,255,0.03822413,226.58808,54.181718,31.96693,3.185007,11.02474,8.05267,3.197058,49.33775,14.51417,-18.45334
804,52286,250,0.1392908,49.053103,-1.1749573,32.22795,14.33764,20.25034,12.14493,5.198835,83.91264,29.16001,-56.85038
811,52669,520,0.110122,48.016104,0.290482,47.89173,15.99643,22.54569,15.01491,2.53386,106.9885,32.09309,-49.42254
819,52409,515,0.200765,252.62197,37.402427,13.44638,17.48909,6.235967,3.069002,3.610774,4.25194,1.782838,-0.8743824
834,52316,425,0.07656948,143.26294,47.832203,9.015515,54.4741,28.24783,21.94152,2.558318,167.5636,32.52449,-14.70617
839,52373,582,0.07604691,177.49844,5.6391191,17.66466,42.35851,13.8192,14.76089,9.476933,37.77668,13.12755,-1.374762
849,52439,380,0.1309645,195.44074,5.7306913,5.376274,22.7077,6.886235,27.26684,4.996174,21.35227,12.54275,-1.07033
266,51630,418,0.1515293,145.87188,0.87375974,29.95322,50.05048,24.09049,8.552696,13.56121,26.30256,8.741755,-1.836523
273,51957,626,0.09537528,159.22231,0.30687081,30.13617,77.80515,50.04446,36.13102,7.912573,238.4608,63.44038,-19.79873
281,51614,213,0.06389935,171.8088,-0.76618965,72.55598,251.1345,128.5623,94.6929,19.43186,765.7547,154.1241,-46.47004
288,52000,565,0.185263,185.5624,1.0381175,8.49034,84.87888,29.32087,18.65983,2.291462,184.8225,39.24728,-24.91125
295,51985,591,0.0812284,199.24583,0.53859107,55.76205,187.2467,106.2896,74.91719,16.08886,591.1842,132.9507,-48.45382
305,51613,223,0.05003093,216.03202,-1.215144,56.88389,74.53288,48.09007,35.0237,7.094662,246.9778,72.1997,-24.94612
312,51689,607,0.05296318,229.78222,1.1020268,644.9462,85.01408,131.6953,91.82339,30.96946,816.6864,262.2412,-67.29354
332,52367,174,0.08888675,182.67475,-2.7880994,7.685102,70.67026,30.27935,21.98842,3.748304,188.3687,45.54278,-16.05194
341,51690,159,0.1068143,200.62164,-2.6114389,12.28879,35.69478,7.93537,5.790087,5.306835,36.82905,5.322214,-2.195529
353,51703,557,0.1076758,257.97354,59.768202,18.86867,33.85278,10.86278,9.070317,8.142138,47.07912,10.8611,-4.596019
373,51788,93,0.09587306,332.05566,-0.72235317,7.906796,46.85777,23.18797,13.93885,7.258679,48.0156,10.88047,-2.315803
383,51818,480,0.06806018,350.91946,0.077799648,8.665517,65.9272,22.88039,20.21003,4.351982,133.3568,30.51566,-9.324195
394,51913,234,0.04556089,12.863079,-0.38351625,24.60096,95.65915,44.60088,33.57218,6.671038,194.7903,48.48267,-17.18787
400,51820,228,0.09397952,23.32428,-0.65665775,6.591095,30.97178,10.09185,13.12525,9.804509,19.51195,6.458652,-1.16635
407,51820,603,0.08841073,38.660335,1.065247,7.551342,32.33561,12.21484,7.953838,2.975294,72.39877,9.757995,-3.827377
414,51869,496,0.1331157,51.723951,0.0064816777,16.48104,165.9699,42.83115,40.81058,11.84868,325.3678,55.71381,-30.66412
423,51821,152,0.1236543,19.048042,14.545119,13.23945,43.9625,5.677723,5.705735,8.014385,32.87738,6.638506,-1.774816
430,51877,130,0.04466079,28.605033,12.663139,122.8707,686.8659,265.6187,195.5353,37.12905,1718.807,398.9334,-50.01603
437,51876,109,0.1278168,120.89698,42.378312,9.478927,61.11086,22.78937,16.3438,6.269384,143.5049,26.42744,-16.40136
444,51883,256,0.08131877,127.95935,52.160511,5.709239,23.95594,7.947901,9.254304,0.8468505,29.98485,8.969254,-2.327959
449,51900,335,0.03834838,133.17007,54.434212,57.03973,111.8251,81.86728,54.94794,5.568101,380.3575,109.7641,-45.87078
456,51910,600,0.06974837,42.064939,-7.7411419,41.24443,368.7799,155.4574,114.5918,21.40064,1062.513,234.5847,-46.94983
465,51910,139,0.07468658,62.383929,-5.7477416,18.12995,155.753,69.023,50.53238,12.76656,408.2385,93.53133,-26.7189
475,51965,393,0.02434822,141.37475,2.078253,14.22725,19.76297,23.59979,17.35628,4.472666,69.1408,23.08787,-16.98713
487,51943,90,0.09541566,149.63079,61.950202,12.79885,34.61993,14.34178,11.09532,5.27915,52.81844,12.31392,-2.911843
493,51957,510,0.07981136,182.66545,68.028713,12.86773,41.13793,18.33712,19.05811,9.089417,50.74414,13.98634,-4.046317
502,51957,285,0.03258915,151.68393,1.1298379,42.77053,265.1338,147.2952,105.4066,18.52103,796.6274,170.6702,-32.22904
509,52374,184,0.1467856,167.17508,1.9650535,20.81833,99.02255,45.18089,24.28127,9.753857,252.2189,48.34894,-18.54821
514,51994,277,0.01989757,175.46223,2.3929765,103.4401,6.597547,20.38377,30.56059,5.251345,129.7179,42.70219,-21.79753
521,52326,144,0.03247521,190.43671,2.0895888,25.22484,8.019482,16.33712,7.262901,0.6230124,62.55787,16.81393,-21.5804
528,52022,321,0.1786309,203.03978,3.4310742,45.08976,28.25611,19.02846,6.056066,7.273863,19.0275,6.061399,-2.060531
539,52017,495,0.004146007,225.51512,1.8405696,37.16809,91.05738,81.32481,55.36201,10.41048,323.2448,100.2237,-24.61849
547,51959,507,0.1488808,124.82022,44.859121,34.60614,262.1589,75.60767,56.08754,17.83817,410.1966,87.74647,-25.96101
557,52253,251,0.06093702,146.46748,56.227113,10.53938,35.8375,24.71239,17.37426,4.580961,105.8728,29.63202,-16.81672
569,52264,505,0.1047251,143.96065,4.1097913,6.279675,25.14039,3.678197,4.502646,3.571126,27.30643,9.795588,-4.180305
576,52325,503,0.06271052,157.91996,4.4966541,16.07437,8.061564,6.565619,2.664542,3.472131,25.56611,5.36998,-0.9839634
583,52055,390,0.1350836,213.07678,5.0860838,68.45994,55.67213,18.73921,7.901075,12.60567,40.22455,9.624843,-3.041379
589,52055,303,0.02150044,224.53469,3.4233059,58.92308,123.1577,107.2752,75.31425,15.74265,464.7382,100.005,-28.44027
596,52370,465,0.192472,167.72396,64.28443,39.77652,87.07829,23.11247,16.42322,6.905954,192.7482,40.11692,-13.81116
605,52353,455,0.06811637,210.33301,62.783422,4.805623,15.47657,7.297556,4.403888,2.409498,39.59446,8.120844,-7.563881
616,52442,168,0.1637691,234.72514,53.511846,2.282147,25.39387,6.462169,4.983494,1.65899,45.66432,14.40294,-2.777271
625,52145,241,0.05001397,246.23282,47.488547,28.1505,45.34395,20.40709,10.80268,1.377473,45.45272,11.23596,-1.124591
633,52079,12,0.06410336,256.54381,38.491718,10.58644,52.13634,28.95182,18.45021,5.823621,154.0228,34.09542,-15.80758
645,52203,386,0.08640887,349.33988,-9.1319388,12.79266,18.52172,3.007024,7.236776,3.614966,18.49116,6.530141,-0.980569
655,52162,495,0.04730557,10.362862,-9.2284778,13.94457,197.4341,47.93806,36.76799,17.39857,450.6606,93.92678,-13.33711
663,52145,137,0.1281643,24.937702,-10.201377,7.77074,17.84268,7.506976,3.674769,3.435735,20.24756,3.038095,-2.149496
673,52162,483,0.1456333,337.14134,0.27162865,4.28422,6.481238,4.61244,6.710672,1.097903,16.82666,1.789728,-5.248318
690,52261,345,0.1281142,8.5885353,0.40104234,79.61238,36.13916,37.19922,25.5391,8.038325,200.7317,48.96787,-81.01182
705,52200,456,0.2483293,37.704738,0.82970684,16.78418,57.47974,27.51506,24.65517,4.822157,167.7226,45.81438,-70.87963
719,52203,475,0.07118085,333.60166,-8.729164,22.04472,24.50261,25.1972,17.20656,5.650418,105.966,25.07847,-19.83464
729,52468,366,0.07816692,319.05451,11.695364,9.219229,19.51159,101.4684,2.503875,2.616706,25.30169,9.20227,-1.99394
737,52518,550,0.1318685,336.70118,13.826215,14.37255,24.16868,5.084624,8.58507,5.499798,19.67517,7.853225,-1.051715
744,52251,573,0.2518912,349.10965,15.09633,814.1302,225.0464,98.01339,73.51366,23.93167,1105.425,327.7961,-239.096
751,52251,532,0.0698052,1.5682742,15.86248,651.7812,140.3573,164.3628,117.7184,31.12047,1078.981,330.2995,-92.81987
759,52254,531,0.0628177,123.52866,39.466948,14.14893,41.24177,33.42479,24.04178,4.224677,132.3498,30.71817,-15.51564
767,52252,48,0.03788428,142.14042,50.69593,94.68022,49.92509,52.91792,36.39507,7.255048,278.5438,80.96973,-43.89
777,52320,251,0.06679278,176.78495,61.073651,70.9237,44.29256,49.54169,30.0322,9.323366,214.5425,56.61984,-34.81128
784,52327,575,0.1510397,200.96456,62.757158,13.84063,72.23024,36.55809,29.28049,9.46106,218.297,49.17347,-26.78531
791,52435,582,0.1608278,223.36258,57.430421,297.2039,109.5141,33.12251,28.95164,17.78936,134.0327,34.44127,-10.53267
